start,end,net,acc,portfolio
2017-12-01,2018-01-01,0.0007626021566414841,1.0007626021566416,100076.26021566417
2018-01-01,2018-02-01,0.024113132101932524,1.0248941229851185,102489.41229851186
2018-02-01,2018-03-01,-0.007643793136997343,1.017060044321696,101706.0044321696
2018-03-01,2018-04-01,-0.0099654967379283,1.0069245357677308,100692.45357677308
2018-04-01,2018-05-01,0.0071044155093237,1.0140781460563575,101407.81460563577
2018-05-01,2018-06-01,-0.026785334927995515,0.9869157232710772,98691.57232710774
2018-06-01,2018-07-01,0.030005492764310988,1.0165286158646722,101652.86158646725
2018-07-01,2018-08-01,-0.009591111171830036,1.0067789769005675,100677.89769005678
2018-08-01,2018-09-01,-0.012866195450070969,0.9938255618087424,99382.55618087426
2018-09-01,2018-10-01,0.012487744391247302,1.0062362013940975,100623.62013940979
2018-10-01,2018-11-01,-0.022537849717526464,0.9835578011067426,98355.7801106743
2018-11-01,2018-12-01,-0.02327337075807763,0.9606670957395858,96066.70957395861
2018-12-01,2019-01-01,-0.0025248004901615036,0.9582416029853804,95824.16029853807
2019-01-01,2019-02-01,0.024258023393463925,0.9814866502071902,98148.66502071905
2019-02-01,2019-03-01,-0.0018449311295076452,0.9796758749330267,97967.58749330271
2019-03-01,2019-04-01,0.012071530297698665,0.9915020619392051,99150.20619392055
2019-04-01,2019-05-01,0.026292835021310974,1.0175714620770622,101757.14620770626
2019-05-01,2019-06-01,-0.052835791834813454,0.9638072681297117,96380.72681297122
2019-06-01,2019-07-01,0.001027958494484791,0.9647980219980319,96479.80219980323
2019-07-01,2019-08-01,-0.03219628491693425,0.9337351099944886,93373.5109994489
2019-08-01,2019-09-01,0.0023247263480637146,0.935905788606805,93590.57886068054
2019-09-01,2019-10-01,0.007124952733266524,0.9425740731134191,94257.40731134196
2019-10-01,2019-11-01,-0.0008459253053894138,0.9417767258527685,94177.6725852769
2019-11-01,2019-12-01,-0.014425054278317011,0.9281915454642867,92819.15454642872
2019-12-01,2020-01-01,0.007824306205566905,0.9354540003334177,93545.40003334182
2020-01-01,2020-02-01,-0.008626746647618264,0.9273840756720403,92738.40756720408
2020-02-01,2020-03-01,0.028828655265592116,0.9541193114883894,95411.93114883898
2020-03-01,2020-04-01,0.0,0.9541193114883894,95411.93114883898
2020-04-01,2020-05-01,0.0003397333175486069,0.9544434576074184,95444.34576074188
2020-05-01,2020-06-01,0.00020918368645835768,0.9546431116083969,95464.31116083973
2020-06-01,2020-07-01,0.0016951111928274868,0.9562613378320398,95626.13378320403
2020-07-01,2020-08-01,0.00020193951769150928,0.9564544447853887,95645.44447853892
2020-08-01,2020-09-01,0.10874129896286065,1.0604605435101535,106046.05435101541
2020-09-01,2020-10-01,-0.022200174463883834,1.0369181344321632,103691.81344321636
2020-10-01,2020-11-01,-0.15429622952621483,0.8769255759619237,87692.5575961924
2020-11-01,2020-12-01,0.03166529398547635,0.904693682128141,90469.36821281414
