start,end,net,acc,portfolio
2017-12-01,2018-01-01,0.011183573030057894,1.0111835730300578,101118.35730300577
2018-01-01,2018-02-01,0.0365325903990134,1.0481247283217758,104812.47283217758
2018-02-01,2018-03-01,-0.036104115337910206,1.0102831122419307,101028.31122419305
2018-03-01,2018-04-01,-0.027985216232609918,0.9820101208896861,98201.0120889686
2018-04-01,2018-05-01,0.004237882894233274,0.9861717647829685,98617.17647829684
2018-05-01,2018-06-01,-0.021844727376496315,0.9646291114348863,96462.91114348861
2018-06-01,2018-07-01,0.007729953049418464,0.9720856491763801,97208.564917638
2018-07-01,2018-08-01,0.01960088290573581,0.9911393861602326,99113.93861602325
2018-08-01,2018-09-01,-0.039615504507109794,0.9518748993406279,95187.48993406277
2018-09-01,2018-10-01,0.024258479398152427,0.9749659369759008,97496.59369759007
2018-10-01,2018-11-01,0.0018586787191783175,0.9767780854148818,97677.80854148815
2018-11-01,2018-12-01,0.008990034172072787,0.9855593537812933,98555.93537812932
2018-12-01,2019-01-01,-0.023018004436721872,0.9628737442033027,96287.37442033026
2019-01-01,2019-02-01,0.15838832810007178,1.11538170671912,111538.17067191198
2019-02-01,2019-03-01,0.04443550980640428,1.1649442614859213,116494.42614859212
2019-03-01,2019-04-01,0.02980927064023766,1.199670400257347,119967.04002573469
2019-04-01,2019-05-01,0.02592345887315867,1.2307700065397642,123077.00065397641
2019-05-01,2019-06-01,-0.00967539389623503,1.2188618219308203,121886.18219308202
2019-06-01,2019-07-01,-0.003528808819185753,1.214560691584222,121456.0691584222
2019-07-01,2019-08-01,-0.028438194223670585,1.1800207787405141,118002.07787405142
2019-08-01,2019-09-01,4.170887530661289e-05,1.1800699960800338,118006.99960800339
2019-09-01,2019-10-01,-0.00040830195995482295,1.1795881711877505,117958.81711877506
2019-10-01,2019-11-01,0.00025158535188599563,1.1798849382928793,117988.49382928795
2019-11-01,2019-12-01,0.0012281720289407296,1.181334039971459,118133.40399714593
2019-12-01,2020-01-01,0.08616752925923735,1.2831266754256327,128312.66754256331
2020-01-01,2020-02-01,-0.0031248719775299042,1.2791170688339741,127911.70688339745
2020-02-01,2020-03-01,0.0006480353735849999,1.2799459819415349,127994.59819415351
2020-03-01,2020-04-01,-0.0028905534804895116,1.2762462296285952,127624.62296285955
2020-04-01,2020-05-01,0.019927903633040207,1.3016791415046647,130167.9141504665
2020-05-01,2020-06-01,0.0007557497750979907,1.3026628852231066,130266.2885223107
2020-06-01,2020-07-01,0.10314474007187537,1.4370257099207233,143702.57099207237
2020-07-01,2020-08-01,0.03928309407784487,1.4934765260758207,149347.65260758213
2020-08-01,2020-09-01,0.344216929183149,2.0075564296887567,200755.64296887576
2020-09-01,2020-10-01,-0.009117718145030736,1.9892520960026105,198925.20960026115
2020-10-01,2020-11-01,0.16883565453965435,2.3251087756755906,232510.87756755916
2020-11-01,2020-12-01,0.0729068749217085,2.494625190363138,249462.5190363139
