start,end,net,acc,portfolio
2017-12-01,2018-01-01,0.02508971230529819,1.0250897123052982,102508.97123052982
2018-01-01,2018-02-01,0.04422505626862479,1.0704243625123884,107042.43625123885
2018-02-01,2018-03-01,-0.0388506098080373,1.0288377232754025,102883.77232754025
2018-03-01,2018-04-01,-0.030823046476861547,0.9971258103137364,99712.58103137364
2018-04-01,2018-05-01,-0.004817658663510175,0.9923219985150689,99232.19985150688
2018-05-01,2018-06-01,-0.07083804983360381,0.922027843333277,92202.7843333277
2018-06-01,2018-07-01,-0.0012009605994168292,0.9209205242218684,92092.05242218684
2018-07-01,2018-08-01,-0.01178707366960003,0.9100655661590186,91006.55661590185
2018-08-01,2018-09-01,-0.04509187054970135,0.8690290074580355,86902.90074580353
2018-09-01,2018-10-01,0.01630615242187739,0.8831995269126791,88319.9526912679
2018-10-01,2018-11-01,-0.00920431727615157,0.8750702782488279,87507.02782488277
2018-11-01,2018-12-01,0.02464504178931152,0.8966364218248548,89663.64218248546
2018-12-01,2019-01-01,-0.007713089121821105,0.8897205851934489,88972.05851934488
2019-01-01,2019-02-01,0.1213693092296388,0.9977053580257678,99770.53580257676
2019-02-01,2019-03-01,0.04062476780062643,1.0382369065290054,103823.69065290052
2019-03-01,2019-04-01,0.015032895141285741,1.0538446130766688,105384.46130766686
2019-04-01,2019-05-01,0.014693424671761787,1.0693291995146528,106932.91995146526
2019-05-01,2019-06-01,-0.013449028239655277,1.054947760912892,105494.7760912892
2019-06-01,2019-07-01,0.0078667455265482,1.0632467664917957,106324.67664917956
2019-07-01,2019-08-01,-0.02397495939786091,1.0377554684352481,103775.54684352479
2019-08-01,2019-09-01,-0.00241345867186308,1.0352508885006797,103525.08885006796
2019-09-01,2019-10-01,0.0038374636263649826,1.039223626129463,103922.3626129463
2019-10-01,2019-11-01,0.015199903376270337,1.0550197248329682,105501.97248329682
2019-11-01,2019-12-01,-0.007822158552104752,1.046767193269727,104676.71932697267
2019-12-01,2020-01-01,0.3216640448417132,1.3834745626644747,138347.45626644744
2020-01-01,2020-02-01,-0.019429167697544842,1.356594803381179,135659.48033811786
2020-02-01,2020-03-01,-0.006458036832065153,1.3478338641747551,134783.38641747547
2020-03-01,2020-04-01,-0.1683791137497811,1.120886792643067,112088.67926430667
2020-04-01,2020-05-01,0.05497846928674666,1.182511432746314,118251.14327463137
2020-05-01,2020-06-01,0.016203239327544798,1.2016719484986604,120167.19484986602
2020-06-01,2020-07-01,0.12556145373011968,1.3525556252588578,135255.56252588576
2020-07-01,2020-08-01,0.033838027996465334,1.3983234403731437,139832.34403731435
2020-08-01,2020-09-01,0.2947362210233605,1.8104600069571084,181046.0006957108
2020-09-01,2020-10-01,-0.02158765518347842,1.7713764206034406,177137.64206034402
2020-10-01,2020-11-01,0.05680536771683385,1.872000109540748,187200.01095407477
2020-11-01,2020-12-01,0.047884159934099675,1.9616392621826495,196163.9262182649
